id	H vs not-H	c100	c97.5	c95	c92.5	c90	c87.5	c85	c82.5	c80
CI_5214	0	c100_151	c97.5_102	c95_53	c92.5_32	c90_21	c87.5_10	c85_5	c82.5_3	c80_2
CI_5215	0	c100_151	c97.5_102	c95_53	c92.5_32	c90_21	c87.5_10	c85_5	c82.5_3	c80_2
CI_5229	0	c100_151	c97.5_102	c95_53	c92.5_32	c90_21	c87.5_10	c85_5	c82.5_3	c80_2
CI_5230	0	c100_151	c97.5_102	c95_53	c92.5_32	c90_21	c87.5_10	c85_5	c82.5_3	c80_2
CI_5231	0	c100_151	c97.5_102	c95_53	c92.5_32	c90_21	c87.5_10	c85_5	c82.5_3	c80_2
CE_W_09_0101	0	c100_151	c97.5_102	c95_53	c92.5_32	c90_21	c87.5_10	c85_5	c82.5_3	c80_2
CE_W_10_0080	0	c100_151	c97.5_102	c95_53	c92.5_32	c90_21	c87.5_10	c85_5	c82.5_3	c80_2
CI_6645	0	c100_151	c97.5_102	c95_53	c92.5_32	c90_21	c87.5_10	c85_5	c82.5_3	c80_2
CI_6646	0	c100_151	c97.5_102	c95_53	c92.5_32	c90_21	c87.5_10	c85_5	c82.5_3	c80_2
CI_6647	0	c100_151	c97.5_102	c95_53	c92.5_32	c90_21	c87.5_10	c85_5	c82.5_3	c80_2
CI_4160	0	c100_190	c97.5_126	c95_66	c92.5_35	c90_23	c87.5_10	c85_5	c82.5_3	c80_2
CI_4205	0	c100_190	c97.5_126	c95_66	c92.5_35	c90_23	c87.5_10	c85_5	c82.5_3	c80_2
CI_6648	0	c100_190	c97.5_126	c95_66	c92.5_35	c90_23	c87.5_10	c85_5	c82.5_3	c80_2
CI_0419	0	c100_176	c97.5_119	c95_61	c92.5_33	c90_22	c87.5_10	c85_5	c82.5_3	c80_2
Wa10_194	0	c100_180	c97.5_121	c95_62	c92.5_33	c90_22	c87.5_10	c85_5	c82.5_3	c80_2
CI_0421	0	c100_179	c97.5_120	c95_62	c92.5_33	c90_22	c87.5_10	c85_5	c82.5_3	c80_2
CI_1932	0	c100_179	c97.5_120	c95_62	c92.5_33	c90_22	c87.5_10	c85_5	c82.5_3	c80_2
CI_4023	0	c100_179	c97.5_120	c95_62	c92.5_33	c90_22	c87.5_10	c85_5	c82.5_3	c80_2
CI_1905	0	c100_175	c97.5_118	c95_60	c92.5_32	c90_21	c87.5_10	c85_5	c82.5_3	c80_2
CI_1917	0	c100_1073	c97.5_732	c95_449	c92.5_305	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
Ci_4251	0	c100_184	c97.5_123	c95_63	c92.5_33	c90_22	c87.5_10	c85_5	c82.5_3	c80_2
Ci_4252	0	c100_184	c97.5_123	c95_63	c92.5_33	c90_22	c87.5_10	c85_5	c82.5_3	c80_2
CI_1916	0	c100_1074	c97.5_733	c95_450	c92.5_305	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_3152	0	c100_703	c97.5_475	c95_282	c92.5_180	c90_115	c87.5_68	c85_45	c82.5_26	c80_18
CI_4061	0	c100_702	c97.5_475	c95_282	c92.5_180	c90_115	c87.5_68	c85_45	c82.5_26	c80_18
CI_3142	0	c100_198	c97.5_130	c95_68	c92.5_37	c90_25	c87.5_10	c85_5	c82.5_3	c80_2
CI_0420	0	c100_199	c97.5_131	c95_68	c92.5_37	c90_25	c87.5_10	c85_5	c82.5_3	c80_2
CI_0773	0	c100_197	c97.5_130	c95_68	c92.5_37	c90_25	c87.5_10	c85_5	c82.5_3	c80_2
CI_0774	0	c100_197	c97.5_130	c95_68	c92.5_37	c90_25	c87.5_10	c85_5	c82.5_3	c80_2
CI_0775	0	c100_197	c97.5_130	c95_68	c92.5_37	c90_25	c87.5_10	c85_5	c82.5_3	c80_2
CI_2416	0	c100_162	c97.5_110	c95_55	c92.5_32	c90_21	c87.5_10	c85_5	c82.5_3	c80_2
CI_2417	0	c100_164	c97.5_111	c95_55	c92.5_32	c90_21	c87.5_10	c85_5	c82.5_3	c80_2
CI_3422	0	c100_164	c97.5_111	c95_55	c92.5_32	c90_21	c87.5_10	c85_5	c82.5_3	c80_2
CI_0747	0	c100_202	c97.5_133	c95_70	c92.5_38	c90_25	c87.5_10	c85_5	c82.5_3	c80_2
CE_W_09_0107	0	c100_1090	c97.5_743	c95_454	c92.5_307	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_0653	0	c100_1085	c97.5_740	c95_453	c92.5_307	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_0654	0	c100_1085	c97.5_740	c95_453	c92.5_307	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_0661	0	c100_1085	c97.5_740	c95_453	c92.5_307	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_0663	0	c100_1085	c97.5_740	c95_453	c92.5_307	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_0664	0	c100_1085	c97.5_740	c95_453	c92.5_307	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_1711	0	c100_1085	c97.5_740	c95_453	c92.5_307	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_2359	0	c100_1085	c97.5_740	c95_453	c92.5_307	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_2360	0	c100_1085	c97.5_740	c95_453	c92.5_307	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_2505	0	c100_1085	c97.5_740	c95_453	c92.5_307	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_2506	0	c100_1085	c97.5_740	c95_453	c92.5_307	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_2513	0	c100_1085	c97.5_740	c95_453	c92.5_307	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_2514	0	c100_1085	c97.5_740	c95_453	c92.5_307	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_2667	0	c100_1085	c97.5_740	c95_453	c92.5_307	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_3044	0	c100_1085	c97.5_740	c95_453	c92.5_307	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_3045	0	c100_1085	c97.5_740	c95_453	c92.5_307	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_3050	0	c100_1085	c97.5_740	c95_453	c92.5_307	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_3051	0	c100_1085	c97.5_740	c95_453	c92.5_307	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_3052	0	c100_1085	c97.5_740	c95_453	c92.5_307	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_3272	0	c100_1085	c97.5_740	c95_453	c92.5_307	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_3373	0	c100_1085	c97.5_740	c95_453	c92.5_307	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_3862	0	c100_1085	c97.5_740	c95_453	c92.5_307	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_3939	0	c100_1085	c97.5_740	c95_453	c92.5_307	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_3957	0	c100_1085	c97.5_740	c95_453	c92.5_307	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_3958	0	c100_1085	c97.5_740	c95_453	c92.5_307	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_3959	0	c100_1085	c97.5_740	c95_453	c92.5_307	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_4036	0	c100_1085	c97.5_740	c95_453	c92.5_307	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_4038	0	c100_1085	c97.5_740	c95_453	c92.5_307	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_4250	0	c100_1085	c97.5_740	c95_453	c92.5_307	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_5223	0	c100_1085	c97.5_740	c95_453	c92.5_307	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CE_W_09_0076	0	c100_1085	c97.5_740	c95_453	c92.5_307	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CE_W_09_0093	0	c100_1085	c97.5_740	c95_453	c92.5_307	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_5478	0	c100_1085	c97.5_740	c95_453	c92.5_307	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_5479	0	c100_1085	c97.5_740	c95_453	c92.5_307	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
Wa11_13	0	c100_1085	c97.5_740	c95_453	c92.5_307	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
Wa11_16	0	c100_1085	c97.5_740	c95_453	c92.5_307	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
Wa11_24	0	c100_1085	c97.5_740	c95_453	c92.5_307	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
Wa11_43	0	c100_1085	c97.5_740	c95_453	c92.5_307	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
Wa11_6	0	c100_1085	c97.5_740	c95_453	c92.5_307	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_2892	0	c100_1084	c97.5_740	c95_453	c92.5_307	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_2893	0	c100_1084	c97.5_740	c95_453	c92.5_307	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_2894	0	c100_1084	c97.5_740	c95_453	c92.5_307	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_3310	0	c100_1087	c97.5_741	c95_453	c92.5_307	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_5476	0	c100_1087	c97.5_741	c95_453	c92.5_307	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_5477	0	c100_1087	c97.5_741	c95_453	c92.5_307	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_3995	0	c100_1086	c97.5_740	c95_453	c92.5_307	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_3046	0	c100_1088	c97.5_742	c95_453	c92.5_307	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
Ci_4255	0	c100_1088	c97.5_742	c95_453	c92.5_307	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_2214	0	c100_1075	c97.5_734	c95_451	c92.5_306	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_2254	0	c100_1075	c97.5_734	c95_451	c92.5_306	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_2255	0	c100_1075	c97.5_734	c95_451	c92.5_306	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_2465	0	c100_1075	c97.5_734	c95_451	c92.5_306	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_2713	0	c100_1075	c97.5_734	c95_451	c92.5_306	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_2715	0	c100_1075	c97.5_734	c95_451	c92.5_306	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_2913	0	c100_1075	c97.5_734	c95_451	c92.5_306	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_2915	0	c100_1075	c97.5_734	c95_451	c92.5_306	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_2933	0	c100_1075	c97.5_734	c95_451	c92.5_306	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_2938	0	c100_1075	c97.5_734	c95_451	c92.5_306	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_2939	0	c100_1075	c97.5_734	c95_451	c92.5_306	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_2961	0	c100_1075	c97.5_734	c95_451	c92.5_306	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_2962	0	c100_1075	c97.5_734	c95_451	c92.5_306	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_3120	0	c100_1075	c97.5_734	c95_451	c92.5_306	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_4153	0	c100_1075	c97.5_734	c95_451	c92.5_306	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_4154	0	c100_1075	c97.5_734	c95_451	c92.5_306	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_4155	0	c100_1075	c97.5_734	c95_451	c92.5_306	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_4156	0	c100_1075	c97.5_734	c95_451	c92.5_306	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_2717	0	c100_1078	c97.5_736	c95_451	c92.5_306	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
CI_2256	0	c100_1079	c97.5_737	c95_451	c92.5_306	c90_198	c87.5_133	c85_92	c82.5_61	c80_43
Wa10_738	0	c100_1065	c97.5_725	c95_447	c92.5_304	c90_197	c87.5_132	c85_91	c82.5_61	c80_43
CI_1930	0	c100_1066	c97.5_726	c95_447	c92.5_304	c90_197	c87.5_132	c85_91	c82.5_61	c80_43
CI_1553	0	c100_1055	c97.5_719	c95_445	c92.5_304	c90_197	c87.5_132	c85_91	c82.5_61	c80_43
CI_1915	0	c100_1055	c97.5_719	c95_445	c92.5_304	c90_197	c87.5_132	c85_91	c82.5_61	c80_43
CI_2840	0	c100_1055	c97.5_719	c95_445	c92.5_304	c90_197	c87.5_132	c85_91	c82.5_61	c80_43
CI_2914	0	c100_1055	c97.5_719	c95_445	c92.5_304	c90_197	c87.5_132	c85_91	c82.5_61	c80_43
CI_3176	0	c100_1055	c97.5_719	c95_445	c92.5_304	c90_197	c87.5_132	c85_91	c82.5_61	c80_43
CI_3196	0	c100_1055	c97.5_719	c95_445	c92.5_304	c90_197	c87.5_132	c85_91	c82.5_61	c80_43
CI_3825	0	c100_1055	c97.5_719	c95_445	c92.5_304	c90_197	c87.5_132	c85_91	c82.5_61	c80_43
CI_4136	0	c100_1055	c97.5_719	c95_445	c92.5_304	c90_197	c87.5_132	c85_91	c82.5_61	c80_43
CI_6516	0	c100_1055	c97.5_719	c95_445	c92.5_304	c90_197	c87.5_132	c85_91	c82.5_61	c80_43
CI_6517	0	c100_1055	c97.5_719	c95_445	c92.5_304	c90_197	c87.5_132	c85_91	c82.5_61	c80_43
CI_6518	0	c100_1055	c97.5_719	c95_445	c92.5_304	c90_197	c87.5_132	c85_91	c82.5_61	c80_43
CI_6519	0	c100_1055	c97.5_719	c95_445	c92.5_304	c90_197	c87.5_132	c85_91	c82.5_61	c80_43
Wa10_687	0	c100_1058	c97.5_720	c95_445	c92.5_304	c90_197	c87.5_132	c85_91	c82.5_61	c80_43
Wa10_688	0	c100_1057	c97.5_720	c95_445	c92.5_304	c90_197	c87.5_132	c85_91	c82.5_61	c80_43
Wa10_731	0	c100_1057	c97.5_720	c95_445	c92.5_304	c90_197	c87.5_132	c85_91	c82.5_61	c80_43
CI_2523	0	c100_1097	c97.5_749	c95_460	c92.5_312	c90_203	c87.5_137	c85_93	c82.5_61	c80_43
Wa10_869	0	c100_882	c97.5_600	c95_363	c92.5_244	c90_154	c87.5_98	c85_64	c82.5_40	c80_28
Wa10_352	0	c100_1027	c97.5_701	c95_429	c92.5_293	c90_188	c87.5_124	c85_84	c82.5_55	c80_39
Wa10_956	0	c100_1342	c97.5_925	c95_571	c92.5_387	c90_255	c87.5_172	c85_119	c82.5_82	c80_58
CI_0561	0	c100_1341	c97.5_924	c95_570	c92.5_386	c90_254	c87.5_171	c85_118	c82.5_81	c80_57
CI_2563	0	c100_635	c97.5_428	c95_254	c92.5_162	c90_104	c87.5_59	c85_39	c82.5_22	c80_16
Wa10_943	0	c100_1358	c97.5_941	c95_586	c92.5_400	c90_267	c87.5_183	c85_127	c82.5_89	c80_63
CI_3669	0	c100_1504	c97.5_1061	c95_671	c92.5_465	c90_320	c87.5_224	c85_157	c82.5_114	c80_84
Wa10_732	0	c100_1391	c97.5_971	c95_603	c92.5_416	c90_282	c87.5_195	c85_136	c82.5_96	c80_68
CI_1414	0	c100_1379	c97.5_961	c95_602	c92.5_416	c90_282	c87.5_195	c85_136	c82.5_96	c80_68
CI_1415	0	c100_1379	c97.5_961	c95_602	c92.5_416	c90_282	c87.5_195	c85_136	c82.5_96	c80_68
CI_1416	0	c100_1379	c97.5_961	c95_602	c92.5_416	c90_282	c87.5_195	c85_136	c82.5_96	c80_68
CI_3160	0	c100_1379	c97.5_961	c95_602	c92.5_416	c90_282	c87.5_195	c85_136	c82.5_96	c80_68
CI_3161	0	c100_1379	c97.5_961	c95_602	c92.5_416	c90_282	c87.5_195	c85_136	c82.5_96	c80_68
CI_3162	0	c100_1379	c97.5_961	c95_602	c92.5_416	c90_282	c87.5_195	c85_136	c82.5_96	c80_68
CI_3888	0	c100_1379	c97.5_961	c95_602	c92.5_416	c90_282	c87.5_195	c85_136	c82.5_96	c80_68
CI_3889	0	c100_1379	c97.5_961	c95_602	c92.5_416	c90_282	c87.5_195	c85_136	c82.5_96	c80_68
CI_3911	0	c100_1379	c97.5_961	c95_602	c92.5_416	c90_282	c87.5_195	c85_136	c82.5_96	c80_68
Wa10_691	0	c100_1379	c97.5_961	c95_602	c92.5_416	c90_282	c87.5_195	c85_136	c82.5_96	c80_68
Wa08_819	0	c100_1379	c97.5_961	c95_602	c92.5_416	c90_282	c87.5_195	c85_136	c82.5_96	c80_68
Wa10_690	0	c100_1390	c97.5_970	c95_603	c92.5_416	c90_282	c87.5_195	c85_136	c82.5_96	c80_68
Wa10_692	0	c100_1390	c97.5_970	c95_603	c92.5_416	c90_282	c87.5_195	c85_136	c82.5_96	c80_68
Wa10_689	0	c100_1385	c97.5_966	c95_602	c92.5_416	c90_282	c87.5_195	c85_136	c82.5_96	c80_68
CI_3029	0	c100_1397	c97.5_974	c95_605	c92.5_416	c90_282	c87.5_195	c85_136	c82.5_96	c80_68
CI_3030	0	c100_1397	c97.5_974	c95_605	c92.5_416	c90_282	c87.5_195	c85_136	c82.5_96	c80_68
CI_3031	0	c100_1397	c97.5_974	c95_605	c92.5_416	c90_282	c87.5_195	c85_136	c82.5_96	c80_68
Wa10_705	0	c100_1389	c97.5_970	c95_603	c92.5_416	c90_282	c87.5_195	c85_136	c82.5_96	c80_68
Wa08_847	0	c100_1410	c97.5_982	c95_609	c92.5_417	c90_283	c87.5_195	c85_136	c82.5_96	c80_68
Wa10_882	0	c100_1416	c97.5_986	c95_612	c92.5_419	c90_285	c87.5_195	c85_136	c82.5_96	c80_68
Wa10_831	0	c100_1419	c97.5_986	c95_612	c92.5_419	c90_285	c87.5_195	c85_136	c82.5_96	c80_68
Wa10_881	0	c100_1419	c97.5_986	c95_612	c92.5_419	c90_285	c87.5_195	c85_136	c82.5_96	c80_68
Wa10_883	0	c100_1419	c97.5_986	c95_612	c92.5_419	c90_285	c87.5_195	c85_136	c82.5_96	c80_68
Wa10_735	0	c100_1418	c97.5_986	c95_612	c92.5_419	c90_285	c87.5_195	c85_136	c82.5_96	c80_68
CI_0312	0	c100_1405	c97.5_980	c95_607	c92.5_417	c90_283	c87.5_195	c85_136	c82.5_96	c80_68
CI_0313	0	c100_1405	c97.5_980	c95_607	c92.5_417	c90_283	c87.5_195	c85_136	c82.5_96	c80_68
CI_0311	0	c100_1457	c97.5_1014	c95_631	c92.5_431	c90_294	c87.5_201	c85_140	c82.5_100	c80_71
CI_0018	0	c100_1479	c97.5_1036	c95_648	c92.5_446	c90_304	c87.5_209	c85_148	c82.5_107	c80_78
CE_W_12_0056	0	c100_1313	c97.5_902	c95_551	c92.5_368	c90_241	c87.5_159	c85_108	c82.5_74	c80_51
CE_W_12_0030	0	c100_1310	c97.5_900	c95_551	c92.5_368	c90_241	c87.5_159	c85_108	c82.5_74	c80_51
CE_W_12_0002	0	c100_898	c97.5_610	c95_371	c92.5_250	c90_159	c87.5_103	c85_68	c82.5_43	c80_31
CE_W_12_0003	0	c100_949	c97.5_641	c95_387	c92.5_262	c90_165	c87.5_105	c85_70	c82.5_44	c80_31
CE_W_12_0060	0	c100_1975	c97.5_1405	c95_919	c92.5_637	c90_443	c87.5_315	c85_224	c82.5_158	c80_113
CE_W_12_0043	0	c100_2023	c97.5_1430	c95_928	c92.5_639	c90_444	c87.5_315	c85_224	c82.5_158	c80_113
CE_W_12_0050	0	c100_2316	c97.5_1633	c95_1066	c92.5_740	c90_513	c87.5_361	c85_250	c82.5_174	c80_125
CE_W_12_0048	0	c100_2146	c97.5_1503	c95_966	c92.5_663	c90_454	c87.5_321	c85_225	c82.5_158	c80_113
CE_W_12_0023	0	c100_2709	c97.5_1935	c95_1293	c92.5_922	c90_652	c87.5_463	c85_333	c82.5_240	c80_173
06_4085	0	c100_2538	c97.5_1796	c95_1193	c92.5_842	c90_589	c87.5_417	c85_296	c82.5_209	c80_151
CE_W_12_0024	0	c100_3221	c97.5_2245	c95_1464	c92.5_1015	c90_711	c87.5_507	c85_359	c82.5_258	c80_184
BCCDC_Strain57	0	c100_2553	c97.5_1806	c95_1198	c92.5_843	c90_589	c87.5_417	c85_296	c82.5_209	c80_151
BCCDC_Strain58	0	c100_2552	c97.5_1806	c95_1198	c92.5_843	c90_589	c87.5_417	c85_296	c82.5_209	c80_151
BCCDC_Strain71	0	c100_2330	c97.5_1639	c95_1070	c92.5_744	c90_515	c87.5_363	c85_252	c82.5_176	c80_127
13_UEC8a	0	c100_2865	c97.5_2018	c95_1331	c92.5_938	c90_658	c87.5_468	c85_334	c82.5_240	c80_173
13_UEC8b	0	c100_2865	c97.5_2018	c95_1331	c92.5_938	c90_658	c87.5_468	c85_334	c82.5_240	c80_173
13_UEC8c	0	c100_3230	c97.5_2252	c95_1470	c92.5_1021	c90_715	c87.5_511	c85_362	c82.5_261	c80_187
13_UEC8d	0	c100_2864	c97.5_2018	c95_1331	c92.5_938	c90_658	c87.5_468	c85_334	c82.5_240	c80_173
13_UEC8e	0	c100_2864	c97.5_2018	c95_1331	c92.5_938	c90_658	c87.5_468	c85_334	c82.5_240	c80_173
13_UESHfc	0	c100_3100	c97.5_2171	c95_1422	c92.5_989	c90_692	c87.5_492	c85_351	c82.5_252	c80_180
13_UFSH1a	0	c100_190	c97.5_126	c95_66	c92.5_35	c90_23	c87.5_10	c85_5	c82.5_3	c80_2
13_UFSH1b	0	c100_190	c97.5_126	c95_66	c92.5_35	c90_23	c87.5_10	c85_5	c82.5_3	c80_2
13_UFSH1c	0	c100_3781	c97.5_2640	c95_1700	c92.5_1180	c90_822	c87.5_590	c85_412	c82.5_294	c80_210
13_UFSH1d	0	c100_190	c97.5_126	c95_66	c92.5_35	c90_23	c87.5_10	c85_5	c82.5_3	c80_2
13_UFSH1e	0	c100_190	c97.5_126	c95_66	c92.5_35	c90_23	c87.5_10	c85_5	c82.5_3	c80_2
13_UFSH2a	0	c100_2719	c97.5_1941	c95_1294	c92.5_922	c90_652	c87.5_463	c85_333	c82.5_240	c80_173
13_UFSH2b	0	c100_2719	c97.5_1941	c95_1294	c92.5_922	c90_652	c87.5_463	c85_333	c82.5_240	c80_173
13_UFSH2c	0	c100_2719	c97.5_1941	c95_1294	c92.5_922	c90_652	c87.5_463	c85_333	c82.5_240	c80_173
13_UFSH2d	0	c100_2719	c97.5_1941	c95_1294	c92.5_922	c90_652	c87.5_463	c85_333	c82.5_240	c80_173
13_UFSH2e	0	c100_2719	c97.5_1941	c95_1294	c92.5_922	c90_652	c87.5_463	c85_333	c82.5_240	c80_173
13_UFSH3a	0	c100_3098	c97.5_2170	c95_1422	c92.5_989	c90_692	c87.5_492	c85_351	c82.5_252	c80_180
13_UFSH3b	0	c100_3098	c97.5_2170	c95_1422	c92.5_989	c90_692	c87.5_492	c85_351	c82.5_252	c80_180
13_UFSH3c	0	c100_3098	c97.5_2170	c95_1422	c92.5_989	c90_692	c87.5_492	c85_351	c82.5_252	c80_180
ER13_102a	0	c100_1979	c97.5_1408	c95_919	c92.5_637	c90_443	c87.5_315	c85_224	c82.5_158	c80_113
ER13_102b	0	c100_1979	c97.5_1408	c95_919	c92.5_637	c90_443	c87.5_315	c85_224	c82.5_158	c80_113
ER13_102c	0	c100_1979	c97.5_1408	c95_919	c92.5_637	c90_443	c87.5_315	c85_224	c82.5_158	c80_113
ER13_102d	0	c100_1979	c97.5_1408	c95_919	c92.5_637	c90_443	c87.5_315	c85_224	c82.5_158	c80_113
ER13_102e	0	c100_1979	c97.5_1408	c95_919	c92.5_637	c90_443	c87.5_315	c85_224	c82.5_158	c80_113
ER13_112a	0	c100_123	c97.5_82	c95_40	c92.5_22	c90_14	c87.5_6	c85_4	c82.5_2	c80_1
ER13_112b	0	c100_122	c97.5_82	c95_40	c92.5_22	c90_14	c87.5_6	c85_4	c82.5_2	c80_1
ER13_112c	0	c100_123	c97.5_82	c95_40	c92.5_22	c90_14	c87.5_6	c85_4	c82.5_2	c80_1
ER13_112d	0	c100_122	c97.5_82	c95_40	c92.5_22	c90_14	c87.5_6	c85_4	c82.5_2	c80_1
ER13_112e	0	c100_123	c97.5_82	c95_40	c92.5_22	c90_14	c87.5_6	c85_4	c82.5_2	c80_1
ER13_123a	0	c100_122	c97.5_82	c95_40	c92.5_22	c90_14	c87.5_6	c85_4	c82.5_2	c80_1
ER13_123b	0	c100_122	c97.5_82	c95_40	c92.5_22	c90_14	c87.5_6	c85_4	c82.5_2	c80_1
ER13_123c	0	c100_122	c97.5_82	c95_40	c92.5_22	c90_14	c87.5_6	c85_4	c82.5_2	c80_1
ER13_123d	0	c100_122	c97.5_82	c95_40	c92.5_22	c90_14	c87.5_6	c85_4	c82.5_2	c80_1
ER13_123e	0	c100_122	c97.5_82	c95_40	c92.5_22	c90_14	c87.5_6	c85_4	c82.5_2	c80_1
ER13_12d	0	c100_480	c97.5_324	c95_188	c92.5_121	c90_78	c87.5_45	c85_29	c82.5_17	c80_13
ER13_12e	0	c100_480	c97.5_324	c95_188	c92.5_121	c90_78	c87.5_45	c85_29	c82.5_17	c80_13
ER13_132a	0	c100_1105	c97.5_757	c95_466	c92.5_317	c90_206	c87.5_139	c85_95	c82.5_63	c80_44
ER13_132b	0	c100_1105	c97.5_757	c95_466	c92.5_317	c90_206	c87.5_139	c85_95	c82.5_63	c80_44
ER13_132c	0	c100_1105	c97.5_757	c95_466	c92.5_317	c90_206	c87.5_139	c85_95	c82.5_63	c80_44
ER13_132d	0	c100_1105	c97.5_757	c95_466	c92.5_317	c90_206	c87.5_139	c85_95	c82.5_63	c80_44
ER13_132e	0	c100_1105	c97.5_757	c95_466	c92.5_317	c90_206	c87.5_139	c85_95	c82.5_63	c80_44
ER13_135a	0	c100_616	c97.5_412	c95_242	c92.5_151	c90_95	c87.5_54	c85_36	c82.5_19	c80_13
ER13_135b	0	c100_616	c97.5_412	c95_242	c92.5_151	c90_95	c87.5_54	c85_36	c82.5_19	c80_13
ER13_135c	0	c100_616	c97.5_412	c95_242	c92.5_151	c90_95	c87.5_54	c85_36	c82.5_19	c80_13
ER13_135d	0	c100_616	c97.5_412	c95_242	c92.5_151	c90_95	c87.5_54	c85_36	c82.5_19	c80_13
ER13_135e	0	c100_616	c97.5_412	c95_242	c92.5_151	c90_95	c87.5_54	c85_36	c82.5_19	c80_13
ER13_13a	0	c100_2135	c97.5_1495	c95_960	c92.5_658	c90_453	c87.5_321	c85_225	c82.5_158	c80_113
ER13_13b	0	c100_2135	c97.5_1495	c95_960	c92.5_658	c90_453	c87.5_321	c85_225	c82.5_158	c80_113
ER13_13c	0	c100_2135	c97.5_1495	c95_960	c92.5_658	c90_453	c87.5_321	c85_225	c82.5_158	c80_113
ER13_13d	0	c100_2135	c97.5_1495	c95_960	c92.5_658	c90_453	c87.5_321	c85_225	c82.5_158	c80_113
ER13_13e	0	c100_2135	c97.5_1495	c95_960	c92.5_658	c90_453	c87.5_321	c85_225	c82.5_158	c80_113
